station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,country,latitude,longitude,elevation,location,geometry
AR000087418,1998-01-01T00:00:00,,,1.0,220.0,46.0,31.0,,103.0,2006.0,,,,63.5,74.8,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2000-01-01T00:00:00,,,14.0,222.0,43.0,23.0,,104.0,2279.0,,,,62.8,74.1,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2001-01-01T00:00:00,,,15.0,214.0,65.0,25.0,,103.0,2336.0,,,,63.4,74.4,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2002-01-01T00:00:00,,,20.0,236.0,58.0,26.0,,102.0,2205.0,,,,63.4,75.4,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2003-01-01T00:00:00,,,18.0,238.0,82.0,27.0,,112.0,1953.0,,,,65.0,77.6,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2009-01-01T00:00:00,,,25.0,,,24.0,,,,,,,,,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2011-01-01T00:00:00,,,29.0,,,22.0,,,,,,,,,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2012-01-01T00:00:00,,,28.0,,,24.0,,,,,,,,,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000087418,2013-01-01T00:00:00,,,27.0,,,22.0,,,,,,,,,GH,-32.833,-68.783,704.0,MENDOZA AERO                   GSN     87418,POINT (-7656888.535233736 -3849992.87581471)
AR000875850,1995-01-01T00:00:00,,,1.0,218.0,22.0,31.0,,105.0,1661.0,,,,64.8,73.4,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,1996-01-01T00:00:00,,,3.0,233.0,29.0,31.0,,98.0,1617.0,,,,65.4,74.1,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,1997-01-01T00:00:00,,,0.0,228.0,24.0,32.0,,96.0,1377.0,,,,65.8,74.0,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,1998-01-01T00:00:00,,,0.0,208.0,10.0,36.0,,94.0,1422.0,,,,64.3,72.3,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2000-01-01T00:00:00,,,0.0,207.0,20.0,34.0,,100.0,1734.0,,,,64.3,72.2,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2001-01-01T00:00:00,,,0.0,212.0,24.0,34.0,,98.0,1478.0,,,,65.5,73.2,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2002-01-01T00:00:00,,,4.0,217.0,16.0,31.0,,96.0,1570.0,,,,64.9,72.9,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2003-01-01T00:00:00,,,0.0,209.0,18.0,33.0,,99.0,1644.0,,,,64.4,72.9,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2012-01-01T00:00:00,,,0.0,,,32.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2013-01-01T00:00:00,,,0.0,,,33.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2015-01-01T00:00:00,,,0.0,,,34.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2016-01-01T00:00:00,,,0.0,,,35.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2017-01-01T00:00:00,,,0.0,,,33.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2018-01-01T00:00:00,,,1.0,,,32.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2020-01-01T00:00:00,,,0.0,,,33.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2021-01-01T00:00:00,,,0.0,,,35.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2022-01-01T00:00:00,,,0.0,,,34.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
AR000875850,2023-01-01T00:00:00,,,0.0,,,33.0,,,,,,,,,GH,-34.583,-58.483,25.0,BUENOS AIRES OBSERV                    87585,POINT (-6510297.780063017 -4083103.2964577796)
ARM00087289,1997-01-01T00:00:00,70.0,29.0,,,,,4.69,,,,,71.12,,,GH,-29.689,-57.152,70.1,PASO DE LOS LIBRES             GSN     87289,POINT (-6362131.537817171 -3442476.6075613364)
ARM00087289,2008-01-01T00:00:00,,,2.0,,,32.0,,,,,,,,,GH,-29.689,-57.152,70.1,PASO DE LOS LIBRES             GSN     87289,POINT (-6362131.537817171 -3442476.6075613364)
ARM00087289,2009-01-01T00:00:00,,,4.0,,,27.0,,,,,,,,,GH,-29.689,-57.152,70.1,PASO DE LOS LIBRES             GSN     87289,POINT (-6362131.537817171 -3442476.6075613364)
ARM00087289,2011-01-01T00:00:00,,,5.0,,,25.0,,,,,,,,,GH,-29.689,-57.152,70.1,PASO DE LOS LIBRES             GSN     87289,POINT (-6362131.537817171 -3442476.6075613364)
ARM00087395,2006-01-01T00:00:00,,,7.0,,,27.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2007-01-01T00:00:00,,,12.0,,,24.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2008-01-01T00:00:00,,,6.0,,,27.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2009-01-01T00:00:00,,,11.0,,,24.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2011-01-01T00:00:00,,,11.0,,,26.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2012-01-01T00:00:00,,,12.0,,,24.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2016-01-01T00:00:00,,,3.0,,,28.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087395,2018-01-01T00:00:00,,,7.0,,,29.0,,,,,,,,,GH,-31.297,-57.997,34.1,COMODORO PIERRESTEGUI                  87395,POINT (-6456196.507537487 -3649186.895442992)
ARM00087416,2006-01-01T00:00:00,,,6.0,,,28.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2007-01-01T00:00:00,,,40.0,,,19.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2009-01-01T00:00:00,,,17.0,,,25.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2010-01-01T00:00:00,,,23.0,,,20.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2012-01-01T00:00:00,,,25.0,,,25.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2013-01-01T00:00:00,,,21.0,,,25.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2014-01-01T00:00:00,,,14.0,,,26.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2015-01-01T00:00:00,,,15.0,,,29.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2016-01-01T00:00:00,,,5.0,,,29.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2017-01-01T00:00:00,,,10.0,,,22.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2019-01-01T00:00:00,,,19.0,,,27.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2020-01-01T00:00:00,,,26.0,,,26.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2021-01-01T00:00:00,,,16.0,,,25.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2022-01-01T00:00:00,,,11.0,,,28.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087416,2023-01-01T00:00:00,,,9.0,,,26.0,,,,,,,,,GH,-33.083,-68.417,653.0,SAN MARTIN                             87416,POINT (-7616145.601603398 -3883003.8307012627)
ARM00087420,2020-01-01T00:00:00,,,21.0,,,26.0,,,,,,,,,GH,-32.883,-68.85,827.0,MENDOZA OBSERVATORIO                   87420,POINT (-7664346.941116884 -3856587.534413153)
ARM00087420,2022-01-01T00:00:00,,,12.0,,,30.0,,,,,,,,,GH,-32.883,-68.85,827.0,MENDOZA OBSERVATORIO                   87420,POINT (-7664346.941116884 -3856587.534413153)
ARM00087420,2023-01-01T00:00:00,,,9.0,,,29.0,,,,,,,,,GH,-32.883,-68.85,827.0,MENDOZA OBSERVATORIO                   87420,POINT (-7664346.941116884 -3856587.534413153)
ARM00087497,2004-01-01T00:00:00,,,9.0,,,26.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2007-01-01T00:00:00,,,15.0,,,24.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2008-01-01T00:00:00,,,10.0,,,25.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2009-01-01T00:00:00,,,16.0,,,27.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2010-01-01T00:00:00,,,9.0,,,25.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2012-01-01T00:00:00,,,15.0,,,23.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2020-01-01T00:00:00,,,18.0,,,24.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087497,2022-01-01T00:00:00,,,13.0,,,27.0,,,,,,,,,GH,-33.01,-58.613,22.9,GUALEGUAYCHU                   GSN     87497,POINT (-6524769.313866143 -3873354.878894953)
ARM00087576,2003-01-01T00:00:00,66.0,13.0,,,,,3.03,,,,,44.99,,,GH,-34.822,-58.536,20.4,MINISTRO PISTARINI                     87576,POINT (-6516197.713075062 -4115318.5224907137)
ARM00087576,2020-01-01T00:00:00,,,19.0,,,24.0,,,,,,,,,GH,-34.822,-58.536,20.4,MINISTRO PISTARINI                     87576,POINT (-6516197.713075062 -4115318.5224907137)
ARM00087593,2006-01-01T00:00:00,,,6.0,,,28.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2007-01-01T00:00:00,,,17.0,,,26.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2008-01-01T00:00:00,,,15.0,,,27.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2011-01-01T00:00:00,,,18.0,,,25.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2014-01-01T00:00:00,,,8.0,,,28.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2015-01-01T00:00:00,,,10.0,,,26.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2017-01-01T00:00:00,,,7.0,,,28.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2018-01-01T00:00:00,,,9.0,,,27.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2019-01-01T00:00:00,,,12.0,,,25.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2020-01-01T00:00:00,,,10.0,,,29.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2022-01-01T00:00:00,,,17.0,,,28.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ARM00087593,2023-01-01T00:00:00,,,8.0,,,27.0,,,,,,,,,GH,-34.972,-57.895,21.9,LA PLATA                       GSN     87593,POINT (-6444841.919476573 -4135585.4578879327)
ASN00006051,1995-01-01T00:00:00,39.0,1.0,,,,,1.45,,,,,12.66,,,GH,-27.9864,115.6306,300.0,WANDINA,POINT (12871939.5121207 -3227213.0007617697)
ASN00006051,2005-01-01T00:00:00,31.0,1.0,,,,,1.87,,,,,10.83,,,GH,-27.9864,115.6306,300.0,WANDINA,POINT (12871939.5121207 -3227213.0007617697)
ASN00006055,1995-01-01T00:00:00,26.0,2.0,,,,,1.69,,,,,10.87,,,GH,-27.7458,115.8286,300.0,WOOLGORONG,POINT (12893980.771297768 -3197075.114228447)
ASN00006055,2005-01-01T00:00:00,25.0,1.0,,,,,1.56,,,,,8.35,,,GH,-27.7458,115.8286,300.0,WOOLGORONG,POINT (12893980.771297768 -3197075.114228447)
ASN00006055,2015-01-01T00:00:00,29.0,3.0,,,,,2.37,,,,,13.7,,,GH,-27.7458,115.8286,300.0,WOOLGORONG,POINT (12893980.771297768 -3197075.114228447)
ASN00006100,1995-01-01T00:00:00,25.0,0.0,,,,,0.67,,,,,8.57,,,GH,-27.525,115.0569,220.0,COOLCALALAYA,POINT (12808075.520252598 -3169476.552986407)
ASN00008005,2020-01-01T00:00:00,28.0,0.0,,,,,0.73,,,,,11.29,,,GH,-30.7294,116.02,200.0,BARBERTON,POINT (12915287.3218356 -3575825.6657372788)
ASN00008007,2015-01-01T00:00:00,30.0,4.0,,,,,2.05,,,,,14.54,,,GH,-28.8956,115.8106,350.0,PINDAWA,POINT (12891977.020463489 -3341722.0302323713)
ASN00008007,2020-01-01T00:00:00,26.0,0.0,,,,,0.91,,,,,10.31,,,GH,-28.8956,115.8106,350.0,PINDAWA,POINT (12891977.020463489 -3341722.0302323713)
ASN00008008,2010-01-01T00:00:00,23.0,3.0,,,,,2.68,,,,,12.65,,,GH,-30.5831,116.135,230.0,BERKSHIRE VALLEY,POINT (12928089.063276825 -3556987.6750561954)
ASN00008008,2015-01-01T00:00:00,34.0,2.0,,,,,2.69,,,,,14.89,,,GH,-30.5831,116.135,230.0,BERKSHIRE VALLEY,POINT (12928089.063276825 -3556987.6750561954)
ASN00008008,2020-01-01T00:00:00,34.0,0.0,,,,,0.79,,,,,12.74,,,GH,-30.5831,116.135,230.0,BERKSHIRE VALLEY,POINT (12928089.063276825 -3556987.6750561954)
ASN00008010,2010-01-01T00:00:00,28.0,1.0,,,,,2.28,,,,,11.97,,,GH,-28.0403,114.675,260.0,BINNU,POINT (12765562.606718646 -3233973.8866964523)
ASN00008028,2010-01-01T00:00:00,,,,,,,,,,,,10.59,,,GH,-28.5008,114.7897,145.0,NABAWA,POINT (12778330.952312633 -3291876.742185929)
ASN00008028,2015-01-01T00:00:00,,,,,,,,,,,,14.11,,,GH,-28.5008,114.7897,145.0,NABAWA,POINT (12778330.952312633 -3291876.742185929)
ASN00008028,2020-01-01T00:00:00,,,,,,,,,,,,13.34,,,GH,-28.5008,114.7897,145.0,NABAWA,POINT (12778330.952312633 -3291876.742185929)
ASN00008038,2010-01-01T00:00:00,19.0,1.0,,,,,2.01,,,,,10.41,,,GH,-30.6392,115.9883,205.0,MOORA WEST,POINT (12911758.493977454 -3564207.8627523594)
ASN00008044,2010-01-01T00:00:00,23.0,4.0,,,,,1.12,,,,,12.45,,,GH,-29.2528,114.9306,9.0,DONGARA,POINT (12794015.868565409 -3386985.3867821475)
ASN00008050,2010-01-01T00:00:00,,,,,,,,,,,,12.18,,,GH,-28.7769,114.605,3.0,GERALDTON TOWN,POINT (12757770.242363118 -3326715.619492664)
ASN00008050,2015-01-01T00:00:00,,,,,,,,,,,,10.98,,,GH,-28.7769,114.605,3.0,GERALDTON TOWN,POINT (12757770.242363118 -3326715.619492664)
ASN00008051,2010-01-01T00:00:00,26.0,2.0,1.0,285.0,71.0,31.0,1.91,114.0,959.0,,,11.84,68.1,80.4,GH,-28.7953,114.6975,33.0,GERALDTON AIRPORT              GSN     94403,POINT (12768067.295261495 -3329040.671025417)
ASN00008051,2015-01-01T00:00:00,29.0,2.0,,,,,2.28,,,,,12.84,,,GH,-28.7953,114.6975,33.0,GERALDTON AIRPORT              GSN     94403,POINT (12768067.295261495 -3329040.671025417)
ASN00008051,2020-01-01T00:00:00,26.0,1.0,,,,,1.15,,,,,12.24,,,GH,-28.7953,114.6975,33.0,GERALDTON AIRPORT              GSN     94403,POINT (12768067.295261495 -3329040.671025417)
ASN00008052,2015-01-01T00:00:00,29.0,4.0,,,,,2.29,,,,,17.62,,,GH,-28.17,114.7614,260.0,GLENEVA,POINT (12775180.610723186 -3250256.710307095)
ASN00008052,2020-01-01T00:00:00,20.0,1.0,,,,,1.28,,,,,10.61,,,GH,-28.17,114.7614,260.0,GLENEVA,POINT (12775180.610723186 -3250256.710307095)
ASN00008057,2010-01-01T00:00:00,25.0,5.0,,,,,1.65,,,,,14.63,,,GH,-29.5486,115.0689,30.0,GREEN GROVE,POINT (12809411.354142116 -3424589.255751729)
ASN00008057,2015-01-01T00:00:00,33.0,4.0,,,,,3.02,,,,,19.09,,,GH,-29.5486,115.0689,30.0,GREEN GROVE,POINT (12809411.354142116 -3424589.255751729)
ASN00008057,2020-01-01T00:00:00,32.0,3.0,,,,,2.63,,,,,16.44,,,GH,-29.5486,115.0689,30.0,GREEN GROVE,POINT (12809411.354142116 -3424589.255751729)
ASN00008060,2010-01-01T00:00:00,26.0,1.0,,,,,1.43,,,,,9.9,,,GH,-29.0364,115.5536,240.0,SOUTH HOLMWOOD,POINT (12863367.911329616 -3359544.887830973)
ASN00008060,2020-01-01T00:00:00,23.0,0.0,,,,,0.92,,,,,11.3,,,GH,-29.0364,115.5536,240.0,SOUTH HOLMWOOD,POINT (12863367.911329616 -3359544.887830973)
ASN00008064,2010-01-01T00:00:00,21.0,3.0,,,,,2.13,,,,,11.81,,,GH,-30.6719,116.3078,320.0,INDARRIE,POINT (12947325.071285903 -3568418.3720993376)
ASN00008064,2015-01-01T00:00:00,39.0,3.0,,,,,2.94,,,,,18.24,,,GH,-30.6719,116.3078,320.0,INDARRIE,POINT (12947325.071285903 -3568418.3720993376)
ASN00008065,2015-01-01T00:00:00,36.0,3.0,,,,,1.43,,,,,14.7,,,GH,-28.4292,114.6542,180.0,ISSEKA,POINT (12763247.161310147 -3282857.1752869273)
ASN00008065,2020-01-01T00:00:00,31.0,1.0,,,,,1.12,,,,,12.62,,,GH,-28.4292,114.6542,180.0,ISSEKA,POINT (12763247.161310147 -3282857.1752869273)
ASN00008070,2010-01-01T00:00:00,17.0,2.0,,,,,2.07,,,,,9.24,,,GH,-30.7819,116.5058,260.0,LAKE HINDS,POINT (12969366.33046297 -3582592.7452679984)
ASN00008078,2015-01-01T00:00:00,33.0,7.0,,,,,2.22,,,,,18.19,,,GH,-29.2419,115.7794,300.0,MALLEE VALE,POINT (12888503.852350738 -3385601.8188920533)
ASN00008079,2020-01-01T00:00:00,24.0,2.0,,,,,1.18,,,,,12.01,,,GH,-29.0711,115.6261,260.0,MANARRA,POINT (12871438.57441213 -3363941.0794358035)
ASN00008085,2015-01-01T00:00:00,23.0,3.0,,,,,3.86,,,,,14.28,,,GH,-30.4919,116.3628,250.0,MILING,POINT (12953447.643279532 -3545259.0414508786)
ASN00008088,2015-01-01T00:00:00,,,,,,,,,,,,9.12,,,GH,-29.1906,115.4414,153.0,MINGENEW,POINT (12850877.864462612 -3379092.162008062)
ASN00008095,2010-01-01T00:00:00,27.0,1.0,0.0,271.0,132.0,35.0,1.81,115.0,,,,13.32,70.8,84.3,GH,-28.5367,115.5142,268.0,MULLEWA                                94411,POINT (12858981.923392363 -3296401.4496093937)
ASN00008095,2020-01-01T00:00:00,26.0,1.0,0.0,303.0,128.0,40.0,1.21,113.0,757.0,,,11.67,70.9,84.3,GH,-28.5367,115.5142,268.0,MULLEWA                                94411,POINT (12858981.923392363 -3296401.4496093937)
ASN00008096,2015-01-01T00:00:00,34.0,3.0,,,,,2.4,,,,,15.68,,,GH,-28.1525,114.5689,200.0,MUMBY,POINT (12753751.60874548 -3248058.5599966994)
ASN00008100,2010-01-01T00:00:00,27.0,1.0,,,,,1.13,,,,,11.0,,,GH,-28.3456,114.6367,180.0,NORTHAMPTON,POINT (12761299.070221264 -3272333.746449308)
ASN00008100,2015-01-01T00:00:00,38.0,1.0,,,,,1.31,,,,,15.46,,,GH,-28.3456,114.6367,180.0,NORTHAMPTON,POINT (12761299.070221264 -3272333.746449308)
ASN00008100,2020-01-01T00:00:00,37.0,1.0,,,,,1.29,,,,,14.8,,,GH,-28.3456,114.6367,180.0,NORTHAMPTON,POINT (12761299.070221264 -3272333.746449308)
ASN00008104,2010-01-01T00:00:00,26.0,2.0,,,,,1.3,,,,,10.77,,,GH,-28.1544,114.6692,280.0,OGILVIE,POINT (12764916.953672046 -3248297.1987443897)
ASN00008104,2015-01-01T00:00:00,31.0,4.0,,,,,2.57,,,,,17.01,,,GH,-28.1544,114.6692,280.0,OGILVIE,POINT (12764916.953672046 -3248297.1987443897)
ASN00008104,2020-01-01T00:00:00,27.0,2.0,,,,,1.61,,,,,11.45,,,GH,-28.1544,114.6692,280.0,OGILVIE,POINT (12764916.953672046 -3248297.1987443897)
ASN00008113,2020-01-01T00:00:00,20.0,2.0,,,,,1.28,,,,,8.95,,,GH,-27.8325,114.7364,200.0,RIVERSIDE,POINT (12772397.623453354 -3207927.4874018696)
ASN00008116,2010-01-01T00:00:00,29.0,2.0,,,,,1.57,,,,,11.95,,,GH,-28.7894,114.9417,220.0,SANDSPRINGS,POINT (12795251.514913213 -3328295.0930510946)
ASN00008137,2010-01-01T00:00:00,20.0,2.0,4.0,260.0,106.0,31.0,2.0,112.0,1531.0,,,8.86,66.8,80.5,GH,-30.8917,116.7186,283.0,WONGAN HILLS                           94622,POINT (12993055.11810378 -3596757.6825612215)
ASN00008137,2015-01-01T00:00:00,28.0,1.0,0.0,261.0,100.0,33.0,3.39,112.0,1253.0,,,14.11,67.5,80.3,GH,-30.8917,116.7186,283.0,WONGAN HILLS                           94622,POINT (12993055.11810378 -3596757.6825612215)
ASN00008137,2020-01-01T00:00:00,31.0,1.0,0.0,253.0,89.0,35.0,1.08,114.0,,,,12.79,66.9,79.9,GH,-30.8917,116.7186,283.0,WONGAN HILLS                           94622,POINT (12993055.11810378 -3596757.6825612215)
ASN00008143,2010-01-01T00:00:00,21.0,1.0,,,,,1.55,,,,,10.16,,,GH,-29.2872,115.6331,210.0,YANDANOOKA,POINT (12872217.810847683 -3391352.8533792268)
ASN00008143,2015-01-01T00:00:00,30.0,2.0,,,,,1.65,,,,,12.14,,,GH,-29.2872,115.6331,210.0,YANDANOOKA,POINT (12872217.810847683 -3391352.8533792268)
ASN00008143,2020-01-01T00:00:00,26.0,3.0,,,,,1.1,,,,,13.24,,,GH,-29.2872,115.6331,210.0,YANDANOOKA,POINT (12872217.810847683 -3391352.8533792268)
ASN00008147,2010-01-01T00:00:00,25.0,2.0,,,,,1.51,,,,,11.26,,,GH,-28.325,114.9589,270.0,YUNA,POINT (12797166.210154857 -3269741.9388635256)
ASN00008147,2020-01-01T00:00:00,26.0,2.0,,,,,1.09,,,,,11.26,,,GH,-28.325,114.9589,270.0,YUNA,POINT (12797166.210154857 -3269741.9388635256)
ASN00008157,2010-01-01T00:00:00,27.0,1.0,,,,,1.02,,,,,11.73,,,GH,-28.8978,115.8628,340.0,CANNA,POINT (12897787.897882897 -3342000.3242401374)
ASN00008157,2015-01-01T00:00:00,20.0,2.0,,,,,2.09,,,,,13.49,,,GH,-28.8978,115.8628,340.0,CANNA,POINT (12897787.897882897 -3342000.3242401374)
ASN00008157,2020-01-01T00:00:00,23.0,1.0,,,,,1.02,,,,,11.0,,,GH,-28.8978,115.8628,340.0,CANNA,POINT (12897787.897882897 -3342000.3242401374)
